city,care_quotient,pillar,metric,raw_value,raw_unit,benchmark,score_0_100,source,vintage
fort_worth,53.2,Economic Access to Care,SNAP Coverage Score (0-100),53.9,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),63.4,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
wichita,53.1,Social & Relational Care,Care Nonprofits Score (0-100),6.36,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",25.4,IRS Exempt Organizations Business Master File (EO BMF),April 2026
wichita,53.1,Institutional Care,Child Care Capacity Score (0-100),2.42,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",16.1,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
wichita,53.1,Institutional Care,FQHC Density Score (0-100),3.77,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",25.1,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
wichita,53.1,Economic Access to Care,Healthcare Coverage Score (0-100),78.01,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),78.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
wichita,53.1,Economic Access to Care,Housing Affordability Score (0-100),72.03,% of households not spending >30% of income on housing,90% not cost-burdened,80.0,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
wichita,53.1,Social & Relational Care,Library Density Score (0-100),2.26,"public library outlets per 100,000 residents","5 per 100,000",45.2,IMLS Public Libraries Survey,FY2023
wichita,53.1,Institutional Care,Nursing Home Capacity Score (0-100),25.32,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",50.6,CMS Care Compare — Nursing Home Provider Information,April 2026
wichita,53.1,Social & Relational Care,Religious Institution Density Score (0-100),103.85,"congregations per 100,000 residents","150 per 100,000",69.2,ARDA U.S. Religion Census,2020
wichita,53.1,Social & Relational Care,Residential Stability Score (0-100),82.39,% of population in same home 1+ year,95%,86.7,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
wichita,53.1,Economic Access to Care,SNAP Coverage Score (0-100),45.63,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),53.7,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
san_antonio,52.9,Social & Relational Care,Care Nonprofits Score (0-100),4.79,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",19.2,IRS Exempt Organizations Business Master File (EO BMF),April 2026
san_antonio,52.9,Institutional Care,Child Care Capacity Score (0-100),2.57,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",17.1,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
san_antonio,52.9,Institutional Care,FQHC Density Score (0-100),2.86,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",19.1,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
san_antonio,52.9,Economic Access to Care,Healthcare Coverage Score (0-100),71.77,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),71.8,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
san_antonio,52.9,Economic Access to Care,Housing Affordability Score (0-100),63.17,% of households not spending >30% of income on housing,90% not cost-burdened,70.2,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
san_antonio,52.9,Social & Relational Care,Library Density Score (0-100),2.44,"public library outlets per 100,000 residents","5 per 100,000",48.8,IMLS Public Libraries Survey,FY2023
san_antonio,52.9,Institutional Care,Nursing Home Capacity Score (0-100),36.49,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",73.0,CMS Care Compare — Nursing Home Provider Information,April 2026
san_antonio,52.9,Social & Relational Care,Religious Institution Density Score (0-100),64.95,"congregations per 100,000 residents","150 per 100,000",43.3,ARDA U.S. Religion Census,2020
san_antonio,52.9,Social & Relational Care,Residential Stability Score (0-100),82.69,% of population in same home 1+ year,95%,87.0,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
san_antonio,52.9,Economic Access to Care,SNAP Coverage Score (0-100),55.82,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),65.7,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
tampa,52.9,Social & Relational Care,Care Nonprofits Score (0-100),8.45,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",33.8,IRS Exempt Organizations Business Master File (EO BMF),April 2026
tampa,52.9,Institutional Care,Child Care Capacity Score (0-100),4.01,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",26.7,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
tampa,52.9,Institutional Care,FQHC Density Score (0-100),2.73,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",18.2,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
tampa,52.9,Economic Access to Care,Healthcare Coverage Score (0-100),79.94,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),79.9,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
tampa,52.9,Economic Access to Care,Housing Affordability Score (0-100),61.98,% of households not spending >30% of income on housing,90% not cost-burdened,68.9,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
tampa,52.9,Social & Relational Care,Library Density Score (0-100),2.97,"public library outlets per 100,000 residents","5 per 100,000",59.4,IMLS Public Libraries Survey,FY2023
tampa,52.9,Institutional Care,Nursing Home Capacity Score (0-100),22.18,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",44.4,CMS Care Compare — Nursing Home Provider Information,April 2026
tampa,52.9,Social & Relational Care,Religious Institution Density Score (0-100),78.78,"congregations per 100,000 residents","150 per 100,000",52.5,ARDA U.S. Religion Census,2020
tampa,52.9,Social & Relational Care,Residential Stability Score (0-100),78.56,% of population in same home 1+ year,95%,82.7,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
tampa,52.9,Economic Access to Care,SNAP Coverage Score (0-100),61.12,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),71.9,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
phoenix,52.8,Social & Relational Care,Care Nonprofits Score (0-100),6.49,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",26.0,IRS Exempt Organizations Business Master File (EO BMF),April 2026
phoenix,52.8,Institutional Care,Child Care Capacity Score (0-100),2.2,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",14.7,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
phoenix,52.8,Institutional Care,FQHC Density Score (0-100),4.48,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",29.9,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
phoenix,52.8,Economic Access to Care,Healthcare Coverage Score (0-100),100.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),100.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
phoenix,52.8,Economic Access to Care,Housing Affordability Score (0-100),66.38,% of households not spending >30% of income on housing,90% not cost-burdened,73.8,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
phoenix,52.8,Social & Relational Care,Library Density Score (0-100),1.06,"public library outlets per 100,000 residents","5 per 100,000",21.2,IMLS Public Libraries Survey,FY2023
phoenix,52.8,Institutional Care,Nursing Home Capacity Score (0-100),15.55,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",31.1,CMS Care Compare — Nursing Home Provider Information,April 2026
phoenix,52.8,Social & Relational Care,Religious Institution Density Score (0-100),60.06,"congregations per 100,000 residents","150 per 100,000",40.0,ARDA U.S. Religion Census,2020
phoenix,52.8,Social & Relational Care,Residential Stability Score (0-100),85.1,% of population in same home 1+ year,95%,89.6,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
phoenix,52.8,Economic Access to Care,SNAP Coverage Score (0-100),47.55,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),55.9,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
las_vegas,52.3,Social & Relational Care,Care Nonprofits Score (0-100),9.39,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",37.6,IRS Exempt Organizations Business Master File (EO BMF),April 2026
las_vegas,52.3,Institutional Care,Child Care Capacity Score (0-100),1.73,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",11.5,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
las_vegas,52.3,Institutional Care,FQHC Density Score (0-100),3.12,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",20.8,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
las_vegas,52.3,Economic Access to Care,Healthcare Coverage Score (0-100),88.96,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),89.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
las_vegas,52.3,Economic Access to Care,Housing Affordability Score (0-100),61.02,% of households not spending >30% of income on housing,90% not cost-burdened,67.8,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
las_vegas,52.3,Social & Relational Care,Library Density Score (0-100),1.4,"public library outlets per 100,000 residents","5 per 100,000",28.0,IMLS Public Libraries Survey,FY2023
las_vegas,52.3,Institutional Care,Nursing Home Capacity Score (0-100),17.03,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",34.1,CMS Care Compare — Nursing Home Provider Information,April 2026
las_vegas,52.3,Social & Relational Care,Religious Institution Density Score (0-100),41.98,"congregations per 100,000 residents","150 per 100,000",28.0,ARDA U.S. Religion Census,2020
las_vegas,52.3,Social & Relational Care,Residential Stability Score (0-100),84.79,% of population in same home 1+ year,95%,89.3,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
las_vegas,52.3,Economic Access to Care,SNAP Coverage Score (0-100),57.28,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),67.4,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
raleigh,52.0,Social & Relational Care,Care Nonprofits Score (0-100),8.79,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",35.2,IRS Exempt Organizations Business Master File (EO BMF),April 2026
raleigh,52.0,Institutional Care,Child Care Capacity Score (0-100),4.83,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",32.2,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
raleigh,52.0,Institutional Care,FQHC Density Score (0-100),0.86,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",5.7,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
raleigh,52.0,Economic Access to Care,Healthcare Coverage Score (0-100),85.04,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),85.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
raleigh,52.0,Economic Access to Care,Housing Affordability Score (0-100),68.31,% of households not spending >30% of income on housing,90% not cost-burdened,75.9,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
raleigh,52.0,Social & Relational Care,Library Density Score (0-100),1.71,"public library outlets per 100,000 residents","5 per 100,000",34.2,IMLS Public Libraries Survey,FY2023
raleigh,52.0,Institutional Care,Nursing Home Capacity Score (0-100),23.26,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",46.5,CMS Care Compare — Nursing Home Provider Information,April 2026
raleigh,52.0,Social & Relational Care,Religious Institution Density Score (0-100),75.88,"congregations per 100,000 residents","150 per 100,000",50.6,ARDA U.S. Religion Census,2020
raleigh,52.0,Social & Relational Care,Residential Stability Score (0-100),81.68,% of population in same home 1+ year,95%,86.0,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
raleigh,52.0,Economic Access to Care,SNAP Coverage Score (0-100),47.23,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),55.6,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
louisville,51.6,Social & Relational Care,Care Nonprofits Score (0-100),5.05,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",20.2,IRS Exempt Organizations Business Master File (EO BMF),April 2026
louisville,51.6,Institutional Care,Child Care Capacity Score (0-100),4.27,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",28.5,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
louisville,51.6,Institutional Care,FQHC Density Score (0-100),0.79,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",5.3,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
louisville,51.6,Economic Access to Care,Healthcare Coverage Score (0-100),100.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),100.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
louisville,51.6,Economic Access to Care,Housing Affordability Score (0-100),73.4,% of households not spending >30% of income on housing,90% not cost-burdened,81.6,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
louisville,51.6,Social & Relational Care,Library Density Score (0-100),1.42,"public library outlets per 100,000 residents","5 per 100,000",28.4,IMLS Public Libraries Survey,FY2023
louisville,51.6,Institutional Care,Nursing Home Capacity Score (0-100),21.39,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",42.8,CMS Care Compare — Nursing Home Provider Information,April 2026
louisville,51.6,Social & Relational Care,Religious Institution Density Score (0-100),102.18,"congregations per 100,000 residents","150 per 100,000",68.1,ARDA U.S. Religion Census,2020
louisville,51.6,Social & Relational Care,Residential Stability Score (0-100),87.09,% of population in same home 1+ year,95%,91.7,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
louisville,51.6,Economic Access to Care,SNAP Coverage Score (0-100),39.35,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),46.3,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
tucson,51.6,Social & Relational Care,Care Nonprofits Score (0-100),5.12,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",20.5,IRS Exempt Organizations Business Master File (EO BMF),April 2026
tucson,51.6,Institutional Care,Child Care Capacity Score (0-100),2.95,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",19.7,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
tucson,51.6,Institutional Care,FQHC Density Score (0-100),2.95,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",19.7,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
tucson,51.6,Economic Access to Care,Healthcare Coverage Score (0-100),91.31,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),91.3,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
tucson,51.6,Economic Access to Care,Housing Affordability Score (0-100),61.91,% of households not spending >30% of income on housing,90% not cost-burdened,68.8,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
tucson,51.6,Social & Relational Care,Library Density Score (0-100),2.76,"public library outlets per 100,000 residents","5 per 100,000",55.2,IMLS Public Libraries Survey,FY2023
tucson,51.6,Institutional Care,Nursing Home Capacity Score (0-100),25.46,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",50.9,CMS Care Compare — Nursing Home Provider Information,April 2026
tucson,51.6,Social & Relational Care,Religious Institution Density Score (0-100),67.76,"congregations per 100,000 residents","150 per 100,000",45.2,ARDA U.S. Religion Census,2020
tucson,51.6,Social & Relational Care,Residential Stability Score (0-100),79.29,% of population in same home 1+ year,95%,83.5,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
tucson,51.6,Economic Access to Care,SNAP Coverage Score (0-100),51.07,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),60.1,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
austin,51.5,Social & Relational Care,Care Nonprofits Score (0-100),8.48,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",33.9,IRS Exempt Organizations Business Master File (EO BMF),April 2026
austin,51.5,Institutional Care,Child Care Capacity Score (0-100),3.55,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",23.7,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
austin,51.5,Institutional Care,FQHC Density Score (0-100),4.57,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",30.5,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
austin,51.5,Economic Access to Care,Healthcare Coverage Score (0-100),60.21,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),60.2,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
austin,51.5,Economic Access to Care,Housing Affordability Score (0-100),63.8,% of households not spending >30% of income on housing,90% not cost-burdened,70.9,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
austin,51.5,Social & Relational Care,Library Density Score (0-100),2.5,"public library outlets per 100,000 residents","5 per 100,000",50.0,IMLS Public Libraries Survey,FY2023
austin,51.5,Institutional Care,Nursing Home Capacity Score (0-100),26.57,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",53.1,CMS Care Compare — Nursing Home Provider Information,April 2026
austin,51.5,Social & Relational Care,Religious Institution Density Score (0-100),57.12,"congregations per 100,000 residents","150 per 100,000",38.1,ARDA U.S. Religion Census,2020
austin,51.5,Social & Relational Care,Residential Stability Score (0-100),78.68,% of population in same home 1+ year,95%,82.8,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
austin,51.5,Economic Access to Care,SNAP Coverage Score (0-100),33.95,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),39.9,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
corpus_christi,51.5,Social & Relational Care,Care Nonprofits Score (0-100),3.02,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",12.1,IRS Exempt Organizations Business Master File (EO BMF),April 2026
corpus_christi,51.5,Institutional Care,Child Care Capacity Score (0-100),2.26,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",15.1,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
corpus_christi,51.5,Institutional Care,FQHC Density Score (0-100),0.94,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",6.3,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
corpus_christi,51.5,Economic Access to Care,Healthcare Coverage Score (0-100),76.26,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),76.3,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
corpus_christi,51.5,Economic Access to Care,Housing Affordability Score (0-100),66.74,% of households not spending >30% of income on housing,90% not cost-burdened,74.2,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
corpus_christi,51.5,Social & Relational Care,Library Density Score (0-100),2.52,"public library outlets per 100,000 residents","5 per 100,000",50.4,IMLS Public Libraries Survey,FY2023
corpus_christi,51.5,Institutional Care,Nursing Home Capacity Score (0-100),36.25,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",72.5,CMS Care Compare — Nursing Home Provider Information,April 2026
corpus_christi,51.5,Social & Relational Care,Religious Institution Density Score (0-100),94.85,"congregations per 100,000 residents","150 per 100,000",63.2,ARDA U.S. Religion Census,2020
corpus_christi,51.5,Social & Relational Care,Residential Stability Score (0-100),83.7,% of population in same home 1+ year,95%,88.1,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
corpus_christi,51.5,Economic Access to Care,SNAP Coverage Score (0-100),63.43,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),74.6,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
dallas,51.5,Social & Relational Care,Care Nonprofits Score (0-100),9.12,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",36.5,IRS Exempt Organizations Business Master File (EO BMF),April 2026
dallas,51.5,Institutional Care,Child Care Capacity Score (0-100),2.53,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",16.9,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
dallas,51.5,Institutional Care,FQHC Density Score (0-100),1.76,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",11.7,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
dallas,51.5,Economic Access to Care,Healthcare Coverage Score (0-100),66.75,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),66.8,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
dallas,51.5,Economic Access to Care,Housing Affordability Score (0-100),60.8,% of households not spending >30% of income on housing,90% not cost-burdened,67.6,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
dallas,51.5,Social & Relational Care,Library Density Score (0-100),2.38,"public library outlets per 100,000 residents","5 per 100,000",47.6,IMLS Public Libraries Survey,FY2023
dallas,51.5,Institutional Care,Nursing Home Capacity Score (0-100),28.83,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",57.7,CMS Care Compare — Nursing Home Provider Information,April 2026
dallas,51.5,Social & Relational Care,Religious Institution Density Score (0-100),93.44,"congregations per 100,000 residents","150 per 100,000",62.3,ARDA U.S. Religion Census,2020
dallas,51.5,Social & Relational Care,Residential Stability Score (0-100),84.3,% of population in same home 1+ year,95%,88.7,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
dallas,51.5,Economic Access to Care,SNAP Coverage Score (0-100),41.03,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),48.3,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
el_paso,51.0,Social & Relational Care,Care Nonprofits Score (0-100),3.02,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",12.1,IRS Exempt Organizations Business Master File (EO BMF),April 2026
el_paso,51.0,Institutional Care,Child Care Capacity Score (0-100),2.28,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",15.2,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
el_paso,51.0,Institutional Care,FQHC Density Score (0-100),4.27,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",28.5,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
el_paso,51.0,Economic Access to Care,Healthcare Coverage Score (0-100),68.1,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),68.1,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
el_paso,51.0,Economic Access to Care,Housing Affordability Score (0-100),65.38,% of households not spending >30% of income on housing,90% not cost-burdened,72.6,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
el_paso,51.0,Social & Relational Care,Library Density Score (0-100),2.36,"public library outlets per 100,000 residents","5 per 100,000",47.2,IMLS Public Libraries Survey,FY2023
el_paso,51.0,Institutional Care,Nursing Home Capacity Score (0-100),24.37,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",48.7,CMS Care Compare — Nursing Home Provider Information,April 2026
el_paso,51.0,Social & Relational Care,Religious Institution Density Score (0-100),58.45,"congregations per 100,000 residents","150 per 100,000",39.0,ARDA U.S. Religion Census,2020
el_paso,51.0,Social & Relational Care,Residential Stability Score (0-100),86.68,% of population in same home 1+ year,95%,91.2,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
el_paso,51.0,Economic Access to Care,SNAP Coverage Score (0-100),60.4,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),71.1,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
houston,50.8,Social & Relational Care,Care Nonprofits Score (0-100),8.04,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",32.2,IRS Exempt Organizations Business Master File (EO BMF),April 2026
houston,50.8,Institutional Care,Child Care Capacity Score (0-100),2.85,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",19.0,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
houston,50.8,Institutional Care,FQHC Density Score (0-100),3.86,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",25.7,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
houston,50.8,Economic Access to Care,Healthcare Coverage Score (0-100),66.66,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),66.7,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
houston,50.8,Economic Access to Care,Housing Affordability Score (0-100),61.94,% of households not spending >30% of income on housing,90% not cost-burdened,68.8,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
houston,50.8,Social & Relational Care,Library Density Score (0-100),2.3,"public library outlets per 100,000 residents","5 per 100,000",46.0,IMLS Public Libraries Survey,FY2023
houston,50.8,Institutional Care,Nursing Home Capacity Score (0-100),18.54,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",37.1,CMS Care Compare — Nursing Home Provider Information,April 2026
houston,50.8,Social & Relational Care,Religious Institution Density Score (0-100),72.16,"congregations per 100,000 residents","150 per 100,000",48.1,ARDA U.S. Religion Census,2020
houston,50.8,Social & Relational Care,Residential Stability Score (0-100),83.86,% of population in same home 1+ year,95%,88.3,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
